No. Empleado ,Insight,Energizar y comprometer,Lograr resultados a trav√©s de otros,Coaching y desarrollo,Influir con integridad,Coraje
10496841,4.2,4.6,4.6,4.6,4.6,3.6
10482228,4.2,4.8,4.8,3.6,4.6,3.6
10049949,4.6,4.7,4.7,4.8,3.8,4.7
1201931,4.7,4.1,3.6,4.6,3.6,4.2
1200620,4.6,4.7,4.6,4.6,4.4,4.7
10056024,3.7,4.6,3.6,2.6,4.8,4.6
1202701,4.2,4.1,4.6,3.6,4.6,4.6
10463502,4.6,4.8,4.7,4.8,4.8,4.6
10386037,3.4,3.4,2.9,2.4,3.4,2.4
10590221,4.7,4.8,4.8,4.8,4.8,4.8
10490149,4.6,4.6,4.6,3.6,4.6,4.6
10561231,4.7,4.7,3.6,4.4,4.8,4.8
10029367,4.6,4.8,3.6,4.6,4.6,4.6
10840750,4.6,4.6,4.6,4.6,3.8,4.6
10184553,4.6,4.7,4.8,4.6,4.6,4.6
10117212,4.1,4.8,4.7,4.6,4.6,4.7
1202810,3.6,4.7,3.7,3.6,3.6,4.2
10466137,4.3,2.8,3.8,2.8,4.8,3.8
10650941,4.6,4.8,4.6,4.6,4.6,4.6
1201125,4.7,4.8,4.7,4.6,4.8,4.6
10815440,4.3,4.7,4.6,4.6,4.8,4.6
10788575,4.4,4.8,4.2,4.2,4.6,4.6
1201869,4.6,4.7,4.6,4.6,4.6,4.6
10049954,4.8,4.6,4.7,4.6,4.6,4.6
11052160,4.8,4.6,3.7,3.8,4.8,4.7
10736985,4.6,4.8,4.6,4.6,4.6,4.5
1290263,3.4,4.4,4.4,4.4,4.2,4.3
10016020,4.6,3.8,3.7,3.8,3.8,3.8
1200922,4,4.7,4.7,4.6,4.6,4.6
10092555,4.1,4.6,4.4,4.6,4.4,4.6
10015226,4.7,4.8,4.8,4.8,4.8,4.8
10673497,3.6,4.3,3.6,3.6,4.6,3.1
10408324,4.7,4.6,4.6,3.6,4.4,4.6
1290251,3.2,4.6,4.6,4.6,2.8,4.6
10068122,4.8,4.8,4.3,3.6,3.8,3.8
10596690,4.6,4.7,4.7,4.6,4.8,4.8
10460396,4.6,4.8,4.6,4.6,4.8,4.8
11032875,3.6,4.6,4.6,4.4,4.6,4.6
11001783,4.7,4.7,4.6,4.2,4.6,4.7
10902509,4.6,4.8,4.8,4.6,4.8,4.6
10568445,3.6,4.8,3.9,3.6,4.6,4.6
1202661,4.2,4.8,4.8,3.6,4.8,3.8
1201272,4.1,4.6,3.6,4.6,4.6,3.6
10612515,4.1,4.6,4.6,4.4,4.6,3.6
1203749,4.7,3.7,3.6,3.6,4.6,3.6
10994928,4.1,4.6,4.6,3.6,4.6,4.6
10250133,4.6,3.7,3.6,3.6,4.8,4.2
10536835,3.7,4.6,3.8,3.8,4.6,4.8
10571775,4.8,3.7,4.3,2.6,3.8,3.7
10466618,4.8,4.8,4.8,4.8,4.8,4.8
10432159,4.8,4.8,3.8,4.8,4.8,4.8
10394316,4.7,4.1,4.7,4.8,4.8,4.8
10408386,4.5,4.6,4.6,4.6,4.6,4.7
10189622,4.6,4.7,4.8,4.6,4.6,3.8
10605600,4.2,3.8,3.8,3.8,3.8,4.7
10788473,4.2,4.8,4.8,3.6,3.8,4.3
10429849,3.7,4.8,4.3,2.6,3.8,3.8
10859115,4.6,4.6,4.6,4.4,4.6,4.6
10740424,4.6,4.6,3.6,3.6,4.6,4
1290258,3.1,4.6,4.4,4.6,4.6,4.5
10189622,4.6,4.6,4.6,4.6,4.8,4.7
10345600,4.5,4.8,4.6,4.4,4.6,4.6
10049955,4.1,4.6,4.4,4.6,4.8,4.4
10204949,3.9,3.6,3.9,3.4,4.6,4.2
10278476,3.6,4.6,3.4,3.4,4.6,3.6
10221361,3.4,4.4,3.4,3.4,3.6,3.6
10791056,3.9,3.6,3.6,2.4,3.6,3.6
10999307,3.6,4.5,3.6,3.4,4.6,3.6
11030746,3.6,4.1,3.4,4.6,3.6,4.6
11042157,3.6,4.1,3.6,3.6,3.6,4.1
10596254,4.8,4.3,4.8,4.8,4.6,4.8
10686823,4.1,4.6,4.6,3.6,4.6,4.8
10368814,4.1,4.8,4.8,4.6,4.8,4.8
10736630,3.6,4.6,4.7,4.6,3.6,4.6
10399282,4.7,4.3,4.8,4.8,4.8,4.8
10131083,4.2,4.4,4.4,4.4,4.4,4.5
10888539,3.7,3.7,3.2,4.2,4.2,4.4
10499849,4.1,4.8,4.1,4.6,4.6,4.7
10650938,4,4.6,4.6,4.6,4.6,4.7
11017946,4.4,4.5,4.6,4.4,4.4,4.5
1202431,4.8,4.8,4.8,4.8,4.8,4.8
10150695,4.6,4.6,4.6,4.6,3.6,4.6
1210585,3.6,3.6,4.6,3.6,4.6,3.6
1290214,4.6,4.2,4.1,3.6,3.6,4.6
10964875,3.6,4.8,3.7,3.6,3.8,3.7
10438498,4.2,4.8,3.6,3.6,4.6,4.6
10693998,4.7,4.2,4.6,3.4,4.6,4.8
1290218,4.6,4.6,3.5,4.4,4.6,3.5
10072047,4.6,4.7,4.6,4.6,4.6,4.6
10246174,4.6,4.6,4.6,4.6,4.8,4.6
10159059,4.7,4.6,4.6,4.6,4.8,4.6
10325202,4.7,4.7,4.6,4.6,4.6,4.7
11021442,4.6,4.8,4.8,4.8,4.8,4.8
10877038,4.3,4.8,4.8,4.6,4.8,4.8
10788585,3.4,4.5,4.4,4.4,4.4,4.4
10776377,4.6,4.8,4.6,4.6,4.8,4.6
10449566,4.6,4.2,4.6,4.8,3.6,4.8
10960572,4.6,4.8,4.6,4.6,4.6,4.8
10830749,4.6,4.8,4.6,4.8,4.6,4.7
10595747,3.8,4.8,3.8,3.8,4.6,4.3
1200345,4.7,4.7,4.6,4.6,4.6,4.8
10011739,4.8,4.8,4.8,4.8,4.8,4.8
10765250,4.8,4.3,4.8,4.6,4.8,4.7
10460393,4.1,4.8,4.8,4.6,3.8,4.6
10376801,4.6,4.4,4.4,3.4,4.4,4.5
10460343,3.7,4.7,4.7,3.8,3.8,3.7
10327623,3.5,4.6,3.4,3.4,4.4,4.8
10686908,1.8,1.8,1.8,2.8,1.8,1.8
10686908,4.8,4.8,4.8,4.6,3.8,4.8
10810391,1.8,4.8,4.8,4.6,4.6,4.3
1210032,3.8,4.8,4.8,4.8,3.8,4.8
10837455,4.8,4.8,4.8,3.8,4.6,4.3
10250666,4.2,4.8,4.8,3.8,4.8,4.3
1204112,4.8,4.3,3.8,4.8,3.8,4.8
10789239,4.1,4.8,4.3,4.8,4.8,4.8
10740409,4.7,4.8,4.8,4.8,4.8,4.8
10490248,3.8,4.8,3.8,4.6,4.6,4.8
10272219,4.6,4.8,4.8,4.8,4.8,4.8
10381846,4.2,4.8,4.3,3.8,4.6,4.8
10015397,3.8,3.8,4.3,4.8,3.8,3.8
10066512,4.7,4.8,4.8,4.6,4.6,4.7
10015130,3.8,4.8,4.8,4.8,4.8,4.8
10202933,3.7,3.3,2.7,2.8,2.6,3.8
10019041,3.6,4.3,4.6,3.6,4.6,4.5
10265358,4.6,4.8,4.8,3.8,4.6,4.8
1210077,4.6,4.6,4.6,4.4,4.8,4.6
10658527,4.5,4.7,4.7,3.8,4.8,4.8
1204124,4.3,3.7,3.6,3.6,3.8,3.6
1200769,3.9,4.1,3.9,3.2,3.8,3.8
10690811,4.7,4.2,3.7,4.8,4.8,4.7
10423228,4.8,4.8,4.8,4.8,4.8,4.8
10205513,3.6,4.8,3.7,4.8,3.8,3.7
10716547,4.1,4.6,4.7,4.6,4.6,4.8
1204879,3.6,4.8,4.8,4.8,3.8,3.8
10016322,4.5,4.6,4.6,3.6,3.6,4.1
10605604,4.8,4.8,4.8,4.6,4.8,4.8
1201406,4.3,4.8,4.1,4.6,4.8,3.8
10014611,4.6,4.5,4.6,4.4,4.4,4.5
11020971,3.8,4.8,3.7,3.8,3.8,3.6
10312189,3.8,3.6,3.6,3.6,3.8,3.6
1204311,3.2,3.2,4.2,4.2,3.2,4.2
10128725,3.5,4.6,4.6,4.4,4.6,3.9
1204869,3.4,3.6,2.9,3.4,2.4,3.4
1202040,4.6,4.8,4.7,4.8,4.6,4.6
10114610,4.2,4.4,3.9,4.4,3.4,4.2
10465276,3.4,2.6,3.4,2.6,3.4,3.6
10794996,4.1,3.6,3.8,4.8,4.6,4.1
11020009,2.4,4.4,3.9,4.4,3.4,3.6
1200585,4.6,4.6,4.6,4.6,4.6,4.6
10558837,4.8,4.6,4.6,4.6,4.8,4.6
10182486,3.6,4.8,3.8,3.6,4.6,4.8
10973758,3.6,4.7,4.6,4.6,4.6,4.6
10492687,4.6,4.8,4.6,4.6,3.8,4.8
10765315,3.5,4.6,4.6,3.6,3.6,4.6
10520112,3.8,3.8,3.8,3.8,3.6,3.6
10785168,4.8,4.6,4.6,4.6,4.6,4.7
1290212,4.6,4.2,4.2,4.6,3.6,4.7
10952440,3.9,4.1,3.6,3.4,3.6,3.6
11034111,4.1,4.1,4.1,3.6,4.8,4.1
1203866,4.8,4.6,4.8,4.6,4.8,4.8
10789239,4.4,4.6,4.5,4.4,3.6,4.5
10847723,4.7,4.7,4.6,4.8,4.6,4.6
10856136,4.7,4.6,4.8,4.6,4.8,4.6
10826823,3.7,4.7,4.6,3.6,3.6,3.6
10241173,3.4,4.6,3.6,3.6,3.4,3.6
1290252,4.5,4.6,4.4,4.6,4.6,4.6
10772623,4.5,4.7,4.6,4.6,4.6,4.6
10968928,4.6,4.8,4.6,4.6,4.6,4.6
10382548,4.7,4.7,4.6,4.6,4.6,4.7
1290246,4.6,4.7,4.6,4.6,4.6,4.6
10985532,4.7,4.7,4.6,3.6,4.6,4.7
10880008,4.6,4.7,4.6,4.6,4.6,4.8
1201079,4.8,4.3,4.8,4.8,4.8,4.8
10727139,4.6,4.6,4.6,4.6,4.6,4.6
1201280,2.6,3.2,3.6,3.6,4.6,4.2
10819529,4.6,4.6,4.6,4.6,4.6,4.6
1201874,4.6,4.7,4.1,4.6,4.6,4.6
10442526,3.6,4.6,4.6,3.6,3.8,4.1
10822505,2.6,4.7,4.6,3.8,2.8,4.6
11004890,4.8,4.8,4.8,4.8,4.8,4.8
1203789,3.8,3.8,3.8,2.8,3.8,3.8
10016373,4.3,4.1,3.8,3.8,3.8,4.3
1201376,4.8,4.8,4.8,4.8,4.8,4.8
1200623,4.3,4.8,4.8,3.6,4.6,4.8
10973763,4.1,4.1,3.6,4.6,4.6,4.6
10788444,3.8,4.8,4.8,3.8,4.8,4.8
10460356,4.8,3.8,4.8,3.6,3.8,4.3
10011750,3.8,4.8,4.8,4.8,3.8,4.8
10202623,4.8,4.8,4.7,4.8,4.8,4.8
1290231,4.8,4.7,4.8,4.8,4.8,4.8
10174474,4.7,4.6,4.8,4.6,4.8,4.8
10200402,4.7,4.1,3.6,4.6,4.6,3.6
10747522,4.6,4.6,4.6,4.6,4.6,4.6
10758448,4.3,4.8,4.8,4.8,4.6,4.6
10816493,3.6,4.8,4.8,4.6,4.6,4.7
1204264,4.7,4.8,4.8,3.8,4.8,4.3
10856681,4.2,4.6,4.2,3.6,4.6,4.7
1201765,4.7,4.7,4.6,4.6,4.8,4.6
10880037,3.8,4.6,4.2,4.6,4.8,4.7
1200276,4.1,4.6,4.6,4.6,4.6,4.6
1204231,4.6,4.8,4.6,4.6,4.6,4.6
184447,4.7,4.8,4.8,4.8,4.6,4.7
1206930,3.7,3.8,4.2,3.6,3.8,3.8
1202062,4.1,4.6,4.3,3.6,3.6,3.7
10246070,4.6,4.8,4.8,4.8,4.6,4.7
10442420,4.3,4.8,4.3,3.8,4.8,4.3
10282331,4.6,4.6,4.6,4.6,4.6,4.8
10838904,4.6,4.6,4.1,4.6,4.6,4.7
138190,4.8,4.8,4.8,4.8,4.8,4.8
10729839,4.5,4.8,4.6,4.6,4.8,4.8
10817109,4.5,4.6,4.6,4.6,4.6,4.6
10568531,4.4,4.7,4.2,4.6,4.6,4.8
10596562,4.4,4.1,4.5,3.4,3.4,4
10405731,4.8,4.8,4.8,4.8,4.8,4.8
10765314,4.8,4.8,4.8,4.6,4.8,4.8
1200401,4,4.1,4.6,4.6,4.6,4.6
10400088,4.8,4.8,4.8,4.8,3.8,4.8
10015286,4.6,4.6,4.6,4.6,4.6,4.6
10994893,3.9,3.8,4.6,3.6,3.6,4.6
10813247,4.8,4.8,4.8,4.8,4.6,4.8
10883214,4.5,4.8,4.6,3.6,4.6,4.6
10302668,3.8,4.8,4.3,4.8,3.8,3.8
10812858,3.6,4.8,3.8,3.6,3.6,3.8
10592891,3.4,4.5,4.4,3.4,3.4,3.4
10609521,3.4,3.5,3.4,3.4,4.4,3.5
10296206,4.7,4.8,4.1,3.8,4.6,3.8
10621383,4.5,4.6,4.6,4.6,4.4,4.6
10222432,3.6,3.6,3.6,3.6,3.6,3.6
10568445,4.7,4.6,4.6,4.4,4.6,4.6
10813262,4.8,4.8,4.8,4.8,4.8,4.8
10482196,3.8,4.3,3.8,3.8,3.8,3.8
10985830,4.2,4.7,4.3,4.6,4.8,3.8
1201861,3.8,4.8,4.7,3.6,4.8,4.8
1290294,4.2,4.8,4.8,4.8,4.8,4.8
10015132,3.7,4.8,3.8,3.8,4.8,4.6
10730981,3.8,4.8,4.8,4.8,3.8,4.3
10835226,4.6,4.6,4.2,3.6,4.8,4.7
10210176,3,3.8,3.8,3.8,3.8,4.8
11030545,3.8,4.3,3.8,3.8,3.8,4.8
1210449,4.8,4.3,3.8,4.8,4.8,4.8
1202727,4.1,4.8,4.6,4.8,3.8,4.8
10961780,4.8,4.7,2.7,1.8,4.8,4.6
1205790,4.3,4.8,4.3,4.8,3.8,4.3
1204006,3.6,3.6,3.6,3.6,3.4,4.1
10158066,3.8,4.3,3.8,3.8,3.8,4.7
10666890,3.6,3.8,3.8,3.6,3.8,3.3
10803462,4.1,3.3,2.8,4.8,3.8,4.6
10298996,3.8,4.6,3.8,3.8,4.8,2.8
10015128,4.6,4.7,4.6,3.6,3.6,3.7
10139168,4.6,4.8,4.8,4.6,4.8,4.3
1201571,4.1,4.1,3.7,3.6,4.6,4.8
1203481,4.8,4.8,4.8,4.8,4.8,4.8
184967,4.6,4.6,4.7,4.6,3.6,4.8
1290004,4.6,4.6,4.6,4.6,4.6,4.7
10168512,4.6,4.6,4.6,4.6,4.6,4.1
10236214,4.6,3.8,4.6,3.8,3.6,3.8
10456729,3.4,3.6,3.6,3.6,3.6,4.6
10948025,4.8,4.8,4.8,4.8,4.8,4.8
10902607,4.6,4.6,4.6,4.6,4.6,4.6
10810408,4.1,4.8,4.6,3.8,4.8,4.3
11060205,3.6,4.8,4.8,4.6,3.6,4.3
10910337,3.6,4.6,4.6,4.6,2.6,4.1
10396476,4.3,4.8,4.8,4.8,4.8,4.8
10350060,4.8,4.3,4.3,4.8,4.8,4.8
10769286,3.4,4.1,3.6,3.4,3.6,3.5
10627651,4.1,4.8,4.7,4.6,4.6,4.6
10179296,4.3,3.8,4.6,4.6,4.8,4.8
10723988,3.9,4.6,4.4,3.6,4.6,4.1
10011760,4.6,4.6,4.6,4.6,4.6,4.6
10880036,3.7,4.8,4.6,4.6,4.8,4.1
11033360,4.1,4.6,4.1,4.6,3.6,3.6
10133130,3.6,4.7,3.6,3.8,3.6,3.6
11016415,4.7,4.8,4.7,4.8,3.8,4.6
10789186,4.5,4.5,4.5,4.6,4.6,4.6
10856706,4.2,4.8,4.1,4.8,4.8,4.3
11011971,4.8,4.8,4.3,3.8,4.8,4.7
11021917,3.8,4.8,4.3,3.6,4.8,4.8
10655837,4.3,4.8,3.8,3.8,3.8,3.8
10507904,4.8,4.8,4.8,4.8,4.8,4.8
11052174,3.8,4.8,4.3,4.8,4.8,4.8
10194484,3.8,3.8,4.3,3.8,3.8,3.8
1206601,4.8,4.3,4.8,4.8,4.8,4.8
10111602,4.1,4.2,3.8,4.8,4.8,3.6
1201224,3.8,3.8,3.8,3.8,3.8,4.3
10788446,4.8,4.8,4.8,4.8,4.8,4.8
10720040,4.6,4.8,4.6,4.6,4.8,4.8
1203528,3.7,4.8,4.3,3.8,4.8,4.8
10460281,4.8,4.8,4.8,4.8,4.8,4.8
10400119,3.6,4.7,4.8,4.6,3.8,4.8
11029799,4.6,3.8,3.6,3.6,3.8,3.3
10420170,4.8,4.8,4.8,4.8,4.8,4.8
10788447,3.8,3.8,3.8,3.8,3.8,4.3
10469771,3.8,3.8,3.8,3.6,3.8,3.8
10979218,3.8,4.8,4.6,3.4,4.6,4.6
10730754,2.9,3.5,3.4,3.6,2.6,3.6
10829463,3.3,3.3,3.8,3.8,3.8,4.3
10536836,4.1,4.5,4.6,4.6,4.8,4.6
10941439,4.8,4.7,4.7,4.6,4.8,4.7
10877520,4.1,4.6,3.6,3.6,3.6,4.1
10758450,4.8,4.8,4.8,4.8,4.8,4.8
10015397,4.3,3.8,3.8,3.8,3.8,3.8
1204280,4.8,4.8,4.8,4.6,3.8,4.8
10496997,4.3,4.6,4.8,4.8,4.8,4.7
1206922,4.3,4.3,3.8,3.8,4.6,3.8
1290210,4.1,4.8,4.7,4.8,4.6,4.3
10496287,4.5,4.6,4.6,4.6,4.6,4.6
10259375,4.1,4.6,4.6,3.6,4.6,4.6
10829861,4.3,4.8,4.8,4.8,4.6,4.8
10796674,4.6,4.8,3.8,3.8,4.8,4.8
10938052,4.6,4.8,3.7,4.2,4.8,3.8
1203057,4.7,3.8,4.8,3.8,4.6,4.2
1204873,4.8,4.8,4.8,4.8,4.8,4.8
43268,4.8,4.8,4.8,4.8,4.8,4.8
10517553,4.6,4.8,4.8,4.6,3.8,4.8
10788457,4.6,4.3,3.8,3.6,3.6,4.3
10990101,4.8,4.8,4.8,4.6,4.8,4.8
10789242,4.8,4.8,4.7,4.8,4.6,4.8
10789190,4.8,4.8,4.8,4.8,4.8,4.8
10618216,3.8,4.3,3.7,3.6,3.8,3.7
10772495,4.6,4.6,4.6,4.6,4.8,4.8
10085618,4.8,4.8,4.8,4.8,4.8,4.8
10850971,3.7,4.8,4.6,4.6,4.6,4.8
1203741,4.1,4.8,4.8,4.8,4.8,4.8
10835215,2.6,4.6,4.5,4.6,4.6,4.6
11035534,4,4.6,4.6,4.6,4.4,4.1
10095020,4.4,4.1,4.4,4.2,4.4,4.6
10063327,4.3,3.8,4.3,3.8,3.8,4.8
10476557,3.6,4.8,4.6,4.6,3.6,4.6
1204112,4.7,4.8,4.8,4.8,4.8,3.8
10977952,4.7,4.6,4.8,4.6,4.6,4.6
10882891,4.8,4.8,4.8,4.8,4.8,4.8
10964864,4.6,4.6,4.5,3.6,4.6,3.6
10485583,4.4,4.6,3.6,4.6,4.6,3.6
1203159,4.7,4.8,4.8,4.8,4.8,4.8
10252992,4.6,4.8,4.7,4.8,4.8,4.8
10995051,4.6,4.6,4.8,4.6,4.8,4.6
10586568,4.1,4.8,3.6,3.6,2.6,3.6
10449518,4.8,4.8,4.8,4.8,4.8,4.8
10484780,4.8,4.7,4.8,4.8,4.8,4.8
1204229,4.4,3.6,3.9,3.4,3.4,3.4
1203485,4,4.8,4.1,3.6,3.6,4.1
10460365,4.8,3.8,4.1,3.8,3.6,4.8
10334291,4.5,4.6,4.5,4.6,4.6,4.5
10612523,4.6,4.6,4.6,4.6,4.6,4.6
10461083,4.1,3.8,3.8,2.6,4.8,4.8
10496878,3.9,4.4,3.4,4.4,4.4,4.4
10037976,4.6,4.6,4.6,4.6,4.6,4.6
10390049,4.6,4.6,4.6,4.6,4.6,4.6
1201627,4.6,4.3,4.1,3.6,3.6,4.3
10360755,4.7,4.8,4.8,4.6,4.8,4.8
10899140,4.3,4.8,4.8,4.8,4.8,4.8
10098648,3.6,4.6,3.5,4.4,3.6,3.9
10435118,4.7,4.8,4.8,3.8,4.8,4.8
10726334,3.6,4.3,4.1,3.8,4.8,3.8
10765321,3.6,4.8,4.8,4.6,4.8,4.8
10899092,4.8,4.8,4.8,4.8,4.8,4.8
10979221,4.1,4.6,4.6,4.6,4.6,4.6
1202133,4.5,4.8,4.6,4.6,4.8,4.8
11004893,4.2,4.7,4.3,4.8,4.8,4.8
1204352,4.4,4.6,4.6,4.6,3.2,4.4
10183544,4.8,4.7,4.8,4.8,4.8,4.8
10200776,4.8,4.8,4.8,4.8,4.6,4.6
10262360,4.1,4.7,4.3,4.8,4.8,4.2
11049081,4.7,4.6,4.8,4.6,4.8,4.8
10584351,3.1,4.7,4.3,4.8,4.6,4.8
10255465,3.7,4.8,4.4,4.8,4.6,3.8
1201741,3.7,4.6,3.8,3.6,4.8,4.8
10374686,4.8,4.8,4.8,4.8,4.6,4.8
10928308,4.6,4.4,4.6,4.4,4.6,4.6
1201704,4.6,4.1,4.1,4.6,4.6,4.6
10617914,4.6,4.6,4.6,4.6,4.8,4.6
1201004,4.6,4.6,4.5,4.6,4.6,4.6
1200987,4.1,4.6,4.6,3.6,4.6,4.6
1202679,3.4,4.4,4.4,4.4,3.4,4
11030410,4.6,4.7,4.6,4.6,4.8,4.8
1202773,4.8,4.8,4.6,4.8,4.8,4.8
10618216,3.6,4.3,3.6,3.8,4.8,4.3
10910321,4.6,4.6,4.6,4.6,4.8,4.7
11020012,4.7,4.6,4.8,4.6,4.6,4.8
10686679,3.5,4.4,4.3,4.4,4.4,3.9
1201750,4.6,4.6,4.6,4.6,4.6,4.7
10389200,3.6,4.8,3.8,3.8,3.6,3.8
10669833,4.6,4.7,4.6,4.6,4.6,4.6
10672743,4.6,4.6,4.8,4.8,4.8,4.8
1203056,4.2,4.3,4.6,4.6,3.4,4.6
10265138,4.7,4.7,4.6,4.6,4.8,4.7
10476550,4.6,4.6,4.6,4.6,4.8,4.6
10021435,4.6,4.7,4.6,4.6,3.8,4.6
10179797,3.8,4.2,3.8,2.8,4.8,3.8
10364872,4.8,4.8,4.8,4.8,3.8,4.8
10596564,4.8,4.8,4.8,4.8,4.8,4.8
11031080,4.8,3.8,4.8,4.6,4.8,4.8
10755264,3.6,3.7,3.6,3.6,3.8,3.6
10990149,4.8,4.6,3.6,3.6,4.8,4.6
10015204,4.6,4.8,4.6,3.8,4.6,4.6
10555705,3.3,4.3,3.7,3.8,4.8,3.8
10892089,4.7,4.8,4.8,4.8,4.8,4.6
10460396,4.5,4.6,4.4,4.4,4.6,4.4
1201411,4.6,4.8,4.7,4.6,4.6,4.6
1206915,3.6,4.1,4.5,4.6,3.6,3.6
10425985,4.7,4.8,4.8,3.6,4.8,3.7
10910337,4.1,4.6,4.8,3.6,3.6,4.6
11014962,4.4,4.4,4.6,4.6,4.6,4.6
10789229,4.3,4.7,4.7,4.6,4.8,4.3
10883216,3.8,3.8,3.8,2.8,3.6,3.8
10102880,4.1,4.6,4.6,4.6,4.8,4.8
1203697,3.8,4.2,4.3,3.8,4.8,4.8
10788420,4.6,4.4,4.4,3.6,4.4,4.6
10670562,4.5,3.9,4.4,3.6,3.4,4.4
1200363,4.7,4.7,4.6,3.8,4.6,3.8
11045666,3.8,4.1,3.8,3.8,4.8,4.2
10835226,4.6,4.8,4.6,4.6,4.6,4.8
10200124,3.4,4.5,4.5,4.4,4.6,4
10608748,4.1,4.1,3.6,3.6,3.6,3.7
10894772,3.7,4.3,3.8,3.8,3.8,4.8
10309015,3.9,4.6,4.4,4.4,4.6,4.6
10033086,4.6,4.6,4.6,4.4,4.4,4.1
10255468,4.6,4.6,4.6,4.4,4.6,4.6
10125216,4.1,4.6,4.1,3.6,4.6,4.6
1206427,4.6,4.6,4.6,4.6,4.8,4.6
10257436,3.1,3.6,3.1,2.6,2.8,2.1
1202660,4.7,4.8,4.8,4.8,4.8,4.8
1205657,4.8,4.8,4.8,4.6,3.8,4.8
10355990,4.6,4.8,4.8,3.8,4.6,4.8
10309466,4.2,3.3,3.8,3.6,4.6,3.7
1290291,4.4,4.6,4.6,4.6,4.6,4.1
10672908,2.7,3.8,2.6,2.6,3.8,3.8
10553366,2.6,4.8,3.6,3.6,3.6,3.6
10894774,4.1,4.8,3.8,3.8,3.8,3.8
10414272,4.1,4.6,4.1,3.6,3.6,4.6
10590027,4.6,4.6,4.6,4.6,4.6,4.5
10994887,4.8,4.6,4.8,4.8,4.8,4.8
1200824,3.7,4.8,3.8,4.8,4.6,4.8
