Numero de Empleado ,Conocimiento del entorno empresarial,Practica lo que se predica,Enfoque a resultados,Conocimiento de si mismo,Cooperaci√≥n proactiva,Iniciativa
10968939,4.1,4.8,4.6,4.6,4.8,3.5
10830501,4.8,4.8,4.8,4.8,4.8,4.8
10779222,4.8,4.8,4.8,4.2,4.8,3.1
10933834,4.8,4.8,4.8,4.8,4.8,4.8
10684150,4.8,4.8,4.6,4.8,4.6,3.6
10883213,4.8,4.8,4.8,4.8,4.8,4.7
10883213,4.8,4.8,4.8,4.8,4.8,3.8
10714861,4.2,4.8,3.8,3.7,3.8,3.8
10913930,3.7,4.8,3.6,4.6,4.3,3.6
1203766,3.8,4.8,3.6,3.7,3.6,3.1
10563359,4.3,4.8,3.8,4.8,3.8,3.8
10461335,3.8,4.8,4.8,3.8,4.8,3.6
10533038,4.6,4.8,4.6,4.5,4.4,4.4
10958213,4.8,4.8,4.6,4.8,4.8,4.1
11030457,4.8,4.8,4.8,4.8,4.8,4.8
10823617,4.2,4.8,3.6,3.8,3.8,3.8
11021511,4.3,4.8,4.6,3.8,4.7,3.8
10819885,4.7,4.8,4.8,4.8,4.8,4.8
10844849,4.1,4.7,4.8,4.1,4.7,4.6
10729489,4.8,4.8,4.8,4.8,4.8,4.8
10973761,2.8,4.8,2.8,3.7,3.8,3.7
10801745,4.3,4.8,3.6,3.8,3.8,3.7
1201031,4.8,4.8,3.8,3.8,4.8,3.8
10903331,4.6,3.8,3.6,3.6,2.5,3.5
10241599,4.8,4.8,3.6,3.6,3.8,3.8
10424596,4.3,4.8,3.8,3.8,3.8,3.8
10906526,3.7,4.8,2.8,3.3,3.3,2.7
1290347,4.8,4.8,3.8,4.8,4.8,3.8
10850947,4.1,4.8,4.6,2.8,3.1,3.1
11011348,2.6,4.3,2.6,3.1,3.7,2.6
10956610,3.7,3.8,3.6,3.7,3.8,2.8
10837782,4.6,4.8,4.8,4.3,4.6,3.8
10776367,4.3,4.8,4.8,4.6,4.6,4.1
10723296,3.3,3.8,3.8,3.7,3.8,3.3
1200778,4.8,4.8,4.6,3.7,4.8,3.8
10230050,3.3,3.8,3.8,3.8,3.3,2.8
1202613,3.2,3.8,3.6,2.6,3.6,2.4
10981648,3.6,4.8,3.8,3.3,3.3,2.7
10224708,4.8,4.8,4.6,4.6,4.8,4.5
10974370,4.8,4.8,3.8,4.8,3.6,3.8
11014959,4.8,4.8,4.8,4.8,4.8,4.8
10640917,4.3,4.8,3.6,3.7,4.8,4.3
10840988,4.8,4.8,4.6,4.8,4.8,4.6
10040799,4.8,4.8,3.8,4.8,3.8,3.8
10043154,4.8,4.8,4.8,3.7,3.6,3.8
10137051,3.8,4.8,3.6,3.6,3.6,3.6
10740405,4.2,4.8,4.8,4.8,4.8,4.8
10663977,4.6,4.8,3.8,4.1,3.8,3.5
10860278,4.7,4.8,3.8,4.7,4.8,4.3
10837791,3.8,3.8,2.8,3.8,3.3,2.8
10882886,3.3,2.8,3.6,3.6,2.7,3.6
10449523,3.8,4.8,3.8,3.8,4.8,3.8
10776366,3.6,4.8,2.6,3.1,4.1,2.8
11030535,4.8,4.8,3.8,4.8,4.8,3.3
10693186,3.8,3.8,3.8,3.8,3.8,3.7
1202626,4.8,4.8,4.6,4.2,4.8,4.2
10789222,3.6,3.6,2.6,3.6,3.6,3.6
10871741,4.8,4.8,3.8,4.7,4.6,3.6
10252867,4.6,4.8,4.8,4.3,3.8,4.6
10731219,4.8,4.8,4.8,4.8,4.8,4.3
1290265,4.7,4.8,3.8,4.1,4.8,4.3
10906517,4.8,4.8,3.6,3.7,3.8,3.6
11011967,4.3,4.8,4.8,4.8,4.7,4.8
1200815,4.8,4.8,3.8,4.8,4.8,3.8
10446128,3.8,4.8,4.8,4.3,4.3,3.8
10759376,2.8,2.7,2.8,3.2,2.8,2.8
10462066,4.8,4.8,4.8,4.3,4.8,4.3
1201232,4.8,4.8,3.8,4.3,4.8,3.8
10933832,3.8,3.8,4.8,3.8,3.3,3.8
10402973,4.8,3.3,3.8,3.8,2.6,3.7
10615970,3.8,3.8,2.8,3.8,3.8,3.3
10800865,4.7,4.8,4.8,4.3,4.6,4.8
10847657,4.8,4.8,3.8,4.8,4.3,3.8
10723306,4.3,4.8,2.8,4.6,3.6,3.3
10723306,4.8,4.8,4.8,4.8,4.7,4.8
10835793,3.8,4.8,3.8,3.8,4.8,3.8
10888548,3.8,2.8,2.8,3.8,3.3,3.3
10855915,3.8,4.8,3.8,3.8,4.3,3.7
10703417,4.8,4.8,4.8,3.8,4.8,4.8
1204095,4.8,4.8,4.8,4.3,4.8,4.8
10750510,3.8,4.3,2.8,3.8,3.7,3.8
10951163,4.6,4.8,4.6,3.6,4.6,2.6
10700623,4.8,4.8,4.6,4.6,3.7,4.6
10864887,4.8,4.8,4.8,4.3,4.8,4.8
10297713,3.8,4.8,3.8,3.8,3.8,3.8
10119945,2.6,3.8,2.8,3.3,3.8,3.3
10397646,2.8,4.3,2.8,3.6,3.7,2.8
10819881,3.8,4.3,3.8,3.8,3.8,3.8
11004898,3.8,4.8,3.6,4.1,4.6,3.6
10968920,4.7,4.8,4.8,4.8,4.8,4.6
10951385,4.7,4.8,3.8,4.3,4.3,3.8
10643566,3.3,4.8,3.8,4.1,4.8,3.2
10937400,4.8,4.8,4.6,4.6,4.7,4.6
11020315,4.7,4.8,3.8,3.6,4.7,3.8
10917723,4.6,4.8,3.6,3.7,3.6,3.6
10880026,2.8,3.8,3.8,3.2,3.3,3.8
10346602,4.2,4.8,3.8,4.6,4.6,3.6
10837783,3.6,4.6,4.6,3.6,3.6,4.6
10822706,4.8,4.8,4.6,3.7,3.7,4.2
10914408,4.7,4.8,2.8,3.8,4.8,3.7
10519216,3.1,3.8,2.8,3.6,2.6,2.6
10806925,4.8,4.7,3.8,3.8,3.8,3.8
10417336,4.7,3.8,3.8,3.6,3.6,4.2
10729817,4.8,4.8,4.8,3.8,4.8,4.8
10673458,4.8,4.8,4.8,4.7,3.8,4.6
181448,3.8,4.8,3.6,3.7,3.6,2.6
10994901,4.8,3.8,4.8,3.6,3.6,4.1
10783080,4.8,4.8,4.6,4.3,4.8,3.7
10561009,4.8,3.8,4.6,3.8,3.1,4.5
10956595,3.6,4.3,2.6,3.6,3.6,2.6
10826382,4.7,4.8,4.6,4.8,4.8,4.6
10717719,3.7,4.8,3.6,3.6,3.7,3.6
10823620,3.8,3.3,2.8,3.3,3.8,3.3
10951379,2.6,3.8,1.6,2.5,3.7,1.6
11005794,3.8,4.8,3.6,3.8,4.8,4.3
11001784,3.8,4.8,3.6,4.7,3.3,3.6
11014962,4.8,4.8,3.6,4.8,4.3,3.8
10961034,3.8,3.8,2.6,3.8,3.3,3.3
11042359,3.6,4.3,3.6,3.6,3.6,4.5
1201022,3.6,4.8,2.8,3.2,4.6,2.6
10772227,2.8,2.8,3.8,2.2,2.8,3.7
10990151,3.6,2.8,2.8,2.3,3.8,2.8
10643442,4.7,4.8,3.6,4.3,4.1,2.5
11026221,4.6,4.6,4.4,4.6,4.6,4.5
10894777,3.8,4.8,3.6,3.8,3.8,2.6
11009863,4.8,4.8,4.8,4.8,4.3,4.8
10700611,3.8,4.8,2.6,3.8,3.7,3.1
10960998,4.8,4.8,4.8,2.8,4.3,4.7
10920390,4.8,4.8,4.8,3.8,4.8,3.8
10653719,4.8,4.8,4.8,4.8,3.8,3.8
10922497,4.7,3.8,4.8,4.6,4.1,3.6
10960561,4.7,4.3,3.8,3.8,3.8,3.8
10947990,4.8,4.8,4.8,3.6,3.8,3.7
10686832,4.8,4.8,3.8,4.3,4.8,3.8
10583745,4.7,4.8,2.6,3.8,3.6,3.6
10993880,2.7,3.8,2.8,2.7,3.7,2.6
10523105,4.8,4.8,4.8,3.8,4.8,3.3
10210270,3.8,3.8,3.8,3.8,3.8,3.8
10979222,4.6,4.8,3.6,4.8,4.7,3.8
10789224,4.8,4.8,4.8,4.8,3.8,3.6
10759390,2.8,2.8,2.8,2.8,2.8,2.8
10940749,4.8,4.8,3.6,4.7,4.6,3.6
10947412,4.2,4.3,3.8,4.3,4.8,3.8
11004910,3.8,4.8,3.6,3.8,4.8,3.6
10202594,3.8,4.8,3.8,3.2,4.8,3.8
10758470,3.9,4.8,3.6,4.1,3.6,2.9
10819535,3.8,4.8,3.8,3.8,3.8,3.8
10985814,4.8,4.8,4.6,4.2,3.6,3.6
10848094,3.3,3.8,3.8,3.8,2.8,1.8
10552733,3.3,3.8,2.8,3.8,3.8,2.8
10994881,4.8,4.8,4.8,4.3,4.6,4.7
10810371,4.8,4.8,4.8,4.3,4.8,4.8
10973757,4.6,4.8,4.6,4.6,4.8,4.8
10319286,4.3,4.8,3.8,4.8,4.8,4.8
10167774,3.8,4.8,3.8,4.3,4.2,3.8
10623199,4.8,4.8,4.8,4.8,4.8,4.8
10386005,4.8,4.8,4.8,4.7,4.8,4.8
10601531,3.8,3.7,4.8,3.7,2.8,4.6
10831595,2.8,3.3,3.6,3.3,2.6,3.5
10830504,2.8,3.8,3.8,3.8,3.3,3.8
10961007,3.7,3.8,3.8,3.7,2.7,3.7
10937968,4.3,4.8,3.6,4.3,4.6,4.1
10120173,3.3,3.3,2.8,3.8,2.8,2.8
11014958,3.7,3.3,4.8,3.8,4.3,4.8
11028755,4.6,3.8,4.6,4.7,4.8,4.3
10684142,3.7,3.3,3.8,4.1,3.5,2.6
10810378,3.8,4.8,3.8,4.3,4.3,3.8
10738753,4.8,4.3,3.6,4.3,4.8,3.6
10874810,4.8,4.3,4.8,4.8,3.8,4.8
10796670,3.3,4.3,3.8,3.3,2.8,3.2
10906527,3.8,4.8,3.8,4.3,4.8,4.3
1203903,3.4,4.6,3.4,3.4,3.5,2.9
11020011,4.4,4.8,4.6,4.7,4.1,4.6
10761249,2.8,4.8,3.6,3.8,3.1,2.7
10279038,4.8,4.8,3.6,4.3,4.8,3.6
10582292,4.8,4.8,4.8,4.3,4.8,4.3
11032134,4.6,4.8,3.6,3.8,3.7,3.6
10823005,4.8,4.8,4.8,4.8,4.8,4.6
10353618,3.3,3.8,2.8,3.8,3.8,2.8
10510599,4.8,4.8,3.6,3.6,4.3,3.8
10861852,3.7,4.8,4.6,3.6,4.8,3.6
10673450,3.8,4.8,3.8,3.8,4.3,3.8
10241617,3.3,3.8,3.8,3.7,3.6,2.6
10835481,2.8,3.3,1.6,2.6,2.8,2.2
10882889,4.6,4.8,4.6,4.6,4.8,4.4
10892076,3.8,3.8,2.8,3.3,3.7,3.2
10850961,4.8,4.8,4.6,4.8,4.8,4.8
10215211,4.8,4.8,4.8,4.6,4.7,4.2
10743470,2.8,4.8,2.8,3.8,3.8,3.8
10176660,4.8,4.8,4.8,4.8,4.8,4.8
10823230,4.5,4.8,4.8,4.6,4.7,4.8
10479005,4.8,4.8,4.8,4.3,4.8,3.8
10584455,4.3,4.3,3.8,4.3,3.8,3.8
10020223,4.8,4.8,4.8,4.8,4.8,4.8
11026661,4.6,4.8,4.6,4.8,4.7,3.6
1205411,4.8,4.8,4.8,4.6,4.4,4.6
10819551,3.7,4.8,4.8,4.7,4.8,4.6
10822984,2.7,4.8,2.8,3.8,3.3,2.6
10750534,4.7,4.8,4.8,4.8,4.3,3.6
10903312,3.7,4.8,3.8,3.6,3.8,4.2
10847727,3.8,4.3,3.8,3.8,4.8,3.8
10643443,4.3,3.3,2.8,3.8,3.7,3.2
10921698,4.8,4.8,4.8,4.8,4.8,4.8
10871749,3.6,4.8,3.8,3.6,4.7,3.7
10549095,3.8,4.3,3.8,3.8,3.8,3.8
10729811,4.8,4.8,4.8,4.6,4.7,4.6
10503036,4.8,4.8,3.8,4.3,3.8,3.8
10657124,3.2,4.8,2.6,2.6,3.6,2.7
10395742,3.6,4.8,3.8,3.8,3.8,3.8
10562914,4.8,4.8,4.8,4.8,4.3,4.8
10898681,3.8,4.8,3.8,4.8,3.8,3.8
10816496,3.8,3.8,3.6,3.8,3.8,3.8
10670282,3.8,3.8,3.8,3.8,3.8,3.8
10633095,3.3,3.8,3.8,3.8,3.8,3.3
10042924,2.8,3.3,2.8,2.8,3.3,2.8
10274413,3.3,3.8,3.8,3.8,3.8,3.8
10973765,3.2,2.8,2.8,2.8,2.8,2.8
10913908,3.8,3.8,3.6,3.7,3.7,3.6
1200692,4.8,4.3,3.8,3.8,4.3,4.8
10568438,3.7,3.3,3.8,3.7,3.8,3.3
11033219,3.6,3.6,3.6,3.6,3.6,3.5
10847016,4.8,4.8,4.8,4.8,4.8,4.8
11033801,4.2,4.7,4.6,4.1,4.1,4.6
10964863,2.8,4.8,2.8,2.8,3.8,2.7
10888516,3.8,4.2,3.4,3.4,3.7,3.4
10933840,3.6,4.7,3.8,4.6,3.6,3.7
10877045,3.6,4.8,3.6,4.3,4.5,4
10267627,4.3,4.8,4.8,4.1,4.8,3.8
11045623,3.7,4.6,2.6,2.7,3.8,2.7
1201060,3.7,4.8,3.8,3.8,4.3,3.7
10910311,3.2,3.8,3.6,4.3,3.7,3.2
10416796,3.3,4.3,3.8,3.8,3.8,2.8
10442410,3.3,3.8,2.8,3.3,2.8,2.8
10903311,4.8,4.8,4.8,4.8,4.6,4.3
10646787,4.8,4.8,4.8,4.8,4.8,4.8
11001766,4.8,4.8,4.8,4.8,4.8,4.8
10605594,4.3,4.3,4.8,3.8,4.8,3.3
10991467,4.6,4.8,3.8,4.8,3.8,4.7
10782836,4.3,4.8,3.8,3.8,3.8,3.8
10985530,2.5,4.6,2.4,3.4,2.5,2.4
10779226,4.8,4.8,4.8,4.2,3.8,4.3
10571865,4.7,4.8,4.8,4.1,4.1,3.6
10850969,4.7,4.8,4.6,4.5,4.8,4.6
10039632,4.3,4.8,3.8,4.7,4.2,3.6
10928266,4.4,4.8,4.8,4.7,4.8,4.6
1204249,3.6,4.8,3.6,3.6,3.7,3.1
10492686,4.3,4.8,4.8,4.3,4.3,4.8
10956614,3.6,3.8,3.8,3.6,3.6,3.8
10990455,3.8,4.8,4.6,4.8,4.7,4.1
10810331,4.8,4.6,4.4,3.7,4.8,3.6
11020300,4.8,4.8,4.8,4.8,4.7,4.3
10449503,3.8,4.8,3.6,3.7,3.8,3.6
10466407,4.8,4.8,3.8,4.8,4.8,3.8
1205416,4.5,4.8,4.6,3.6,4.8,4.6
10830506,3.8,3.8,4.8,4.3,4.3,4.8
10720054,4.2,4.8,3.8,4.3,3.6,3.6
10259728,4.8,4.8,3.8,3.8,3.7,2.8
10107744,3.8,4.3,2.8,4.1,4.1,3.3
10764382,4.8,4.8,4.8,4.8,4.8,4.8
11021444,4.3,4.8,3.6,3.8,4.7,3.6
11021507,4.8,4.8,4.6,4.4,4.8,4.4
10359014,4.8,4.8,4.8,4.8,4.8,4.7
10921715,2.8,3.8,1.8,3.3,3.3,2.8
10442561,4.3,4.8,4.6,3.8,4.6,4.6
10850965,4.6,4.7,3.8,3.6,4.7,3.6
10913953,4.8,4.8,3.8,4.8,4.8,4.7
10727148,3.7,4.3,3.6,4.5,4.5,3.5
181449,3.2,4.3,3.8,3.1,3.6,2.7
1200556,4.8,4.8,4.8,4.8,4.8,4.8
10614486,3.3,3.8,3.8,3.8,3.8,2.7
11039026,3.8,4.8,3.8,3.8,4.8,3.6
10385659,3.8,4.8,4.6,3.6,4.7,3.6
10788434,3.8,4.8,3.8,3.8,3.8,3.8
10743473,2.8,4.3,2.8,3.7,3.3,3.3
10648160,4.8,4.8,4.8,3.8,4.3,3.8
11014963,3.8,3.8,3.6,4.3,3.6,3.4
10742917,3.8,4.8,3.8,3.8,3.8,3.3
10502573,3.8,4.3,3.8,3.8,3.8,3.8
10621378,4.3,4.8,4.6,3.7,4.6,4.6
10648160,2.8,4.8,3.8,3.8,3.8,3.8
10182480,4.6,4.8,4.8,4.2,4.3,4.8
10734177,3.8,4.3,3.8,2.8,3.8,3.2
10589677,4.6,4.8,4.8,3.7,3.8,4.1
10961001,3.1,4.8,2.8,3.7,3.8,3.6
10457619,3.5,4.8,4.6,4.1,4.1,3.6
11026208,4.4,3.8,4.4,4.1,4.4,3.4
11017950,4.7,4.8,3.8,3.8,3.8,3.8
11008806,3.6,4.3,2.6,2.6,3.3,3.3
10277566,4.6,4.8,4.6,4.6,4.8,4.7
10199717,4.8,4.8,4.8,4.6,4.7,4.8
1290214,4.8,3.8,3.8,4.6,4.6,4.3
10652068,4.6,4.8,4.8,4.7,4.2,3.7
10758469,3.8,4.8,4.8,4.8,4.8,4.8
10490929,3.8,4.3,3.8,3.8,3.8,3.3
10684137,4.6,4.8,3.6,4.6,4.6,4.8
1203872,3.8,4.8,4.8,4.8,3.8,2.8
10858319,4.8,3.8,3.8,4.6,4.7,4.6
10910316,3.6,4.8,4.6,4.1,4.2,4.1
10720687,4.7,4.8,4.8,4.8,4.7,4.6
10461358,4.8,3.8,3.8,4.8,4.7,3.8
10537108,4.8,4.8,4.8,4.7,4.3,4.6
10791099,4.8,4.3,4.6,4.8,3.8,4.7
10808810,3.7,4.8,4.8,3.6,3.7,4.6
10194103,4.8,4.8,4.8,4.3,3.8,4.3
10816172,4.7,4.8,4.8,4.6,4.6,4.6
10555766,3.8,4.7,4.6,3.8,4.7,4.6
10773490,4.6,4.8,4.8,4.7,3.8,4.2
10705555,4.3,4.8,3.8,4.8,4.8,4.6
10835489,4.6,4.8,3.6,4.6,4.7,4.1
10737096,4.8,4.8,3.8,4.3,3.8,3.8
10684151,4.6,4.8,4.8,4.8,4.8,4.3
10998700,3.8,4.8,3.8,4.3,3.8,3.8
1290220,4.7,4.8,3.6,4.7,4.7,3.7
10828166,4.8,4.8,4.8,4.8,4.8,4.8
10933802,3.6,4.2,2.6,3.3,2.6,3.1
10737107,3.8,4.3,3.8,3.8,3.3,3.3
10791112,3.6,4.3,3.6,3.8,3.7,3.7
10551678,4.8,4.8,4.8,3.8,3.8,4.8
10171716,3.8,4.3,3.8,4.3,3.3,3.8
10476000,3.8,4.8,3.8,3.8,3.8,3.8
1207026,1.8,2.8,2.8,2.8,2.8,2.8
11028962,3.6,4.8,3.6,3.6,3.6,3.6
10650863,3.8,4.8,3.8,3.8,3.8,3.8
10808815,4.8,4.8,4.8,3.8,4.8,3.8
10859101,4.1,4.8,4.8,3.8,4.2,3.7
10818898,4.6,4.8,4.6,4.8,4.8,4.6
10819534,4.7,4.8,4.8,4.7,4.7,4.8
10750133,3.6,4.8,4.6,3.8,4.8,4.3
10879650,4.8,4.8,3.8,4.3,4.3,4.3
10367000,4.8,4.8,3.8,4.1,3.8,3.8
10203956,4.6,4.8,4.6,4.6,4.6,4.6
10960986,4.8,4.8,4.8,4.1,4.7,3.6
10906528,4.8,4.8,3.6,3.8,4.1,3.6
10960987,4.3,4.8,4.8,3.8,3.8,3.7
10605618,4.8,4.8,4.8,4.8,4.8,4.8
11009862,3.6,4.8,3.8,3.8,4.8,3.6
10750510,3.8,4.8,3.8,4.3,4.8,4.3
10529445,4.8,4.8,3.8,3.8,4.8,4.3
10401452,4.3,4.8,4.8,4.8,4.8,4.2
10212341,3.8,4.8,3.8,3.7,4.8,3.8
10928299,4.7,4.8,4.6,3.7,4.8,3.6
10590722,3.8,4.8,4.8,4.3,4.8,2.8
10835479,4.8,4.1,2.8,3.3,3.8,2.8
10761880,4.3,4.8,3.8,4.8,3.8,2.8
10975044,4.1,4.7,4.6,4.6,4.6,3.4
10505387,4.7,4.8,3.8,4.8,4.7,4.7
10287262,4.8,4.8,4.8,4.7,4.8,4.8
10933829,3.8,4.8,2.8,2.7,2.8,2.7
10281812,3.8,4.3,3.8,3.3,3.3,2.8
10661419,4.2,4.8,3.6,3.7,4.5,4.5
10960989,3.6,4.6,4.6,4.7,4.6,4.6
10659924,3.8,4.8,4.8,4.3,4.8,4.3
10316001,4.5,4.6,4.6,4.4,4.6,4.6
10791673,4.8,4.8,4.8,4.8,4.8,4.8
10810401,4.8,4.8,4.8,4.8,4.8,4.8
10762057,4.3,4.8,4.8,4.8,4.7,3.8
1201454,4.7,4.8,4.8,4.8,4.7,4.8
10666999,3.8,4.8,4.8,4.8,4.8,4.8
10666855,3.8,4.8,4.6,4.3,4.3,3.8
1204006,3.8,2.8,4.6,3.8,3.6,3.6
10403490,3.8,4.8,4.8,4.8,4.8,3.8
10956943,4.2,4.8,4.8,4.8,4.8,3.8
10977932,4.8,4.8,4.8,4.8,4.8,4.6
10796661,3.8,4.8,3.8,4.6,4.3,3.8
11017942,3.8,4.8,3.8,4.8,4.3,2.8
1203347,4.8,4.8,4.8,4.3,4.8,4.8
10750503,3.8,4.8,4.8,3.6,4.8,4.3
10880019,4.7,4.8,4.8,3.8,4.3,4.8
11038261,4.8,4.8,4.6,3.8,4.8,4.2
10816505,3.7,4.8,3.8,3.8,4.6,3.8
10232132,3.8,4.8,3.8,3.8,4.8,3.8
11036853,4.6,4.8,4.8,4.6,4.6,4.6
10750511,4.1,4.7,3.6,4.6,4.6,3.6
11011974,3.1,3.8,2.6,2.8,2.8,2.6
10643516,4.3,4.8,3.8,3.6,4.8,3.8
10910322,4.6,4.8,3.4,3.6,4.8,3.1
10011776,4.8,4.8,4.8,4.7,4.8,4.8
10737099,3.8,3.3,2.8,2.8,2.8,2.8
10906531,2.8,2.8,1.8,2.3,2.3,2.3
10994938,3.8,3.8,2.6,2.8,3.2,3.6
10823234,3.6,3.7,3.6,3.6,3.6,3.6
10990148,2.8,4.3,2.6,3.2,3.6,2.5
10985528,3.8,4.8,4.6,3.8,4.1,4.1
10823235,2.6,3.6,3.4,3,3.6,2.4
10864888,4.8,4.8,4.8,4.3,4.3,3.8
11001777,4.8,4.8,4.8,4.8,4.8,4.3
10484786,3.8,4.8,3.8,2.7,3.8,3.8
10793724,3.1,4.8,2.6,3.6,3.8,2.6
10657316,3.6,4.8,3.8,3.3,3.8,3
11040979,3.8,4.8,3.8,3.8,4.3,3.8
10883214,3.8,3.7,3.8,4.8,3.8,3.6
10810355,4.8,4.8,4.8,4.8,4.8,3.8
10053341,4.8,4.8,4.8,4.3,4.8,3.8
11011351,3.6,4.8,4.6,4.1,3.6,3.4
10958205,4.6,4.8,4.4,3.5,3.7,4.6
10441357,4.3,4.8,3.8,3.6,3.8,3.6
10779610,3.7,4.3,3.6,3.1,3.6,3.6
10490145,4.8,4.3,4.6,3.7,3.6,4.7
10844872,3.8,4.8,3.8,3.8,4.3,3.2
10803460,3.6,4.7,4.6,4.6,4.6,4.6
10795000,4.3,4.3,3.8,3.8,3.8,3.8
10898685,4.8,4.8,4.8,4.8,4.8,4.3
10478560,4.8,4.8,4.8,4.8,4.8,4.1
10819546,4.8,4.8,4.8,4.8,4.8,4.3
10898690,4.6,4.8,4.6,4.6,4.6,4.4
10502571,4.8,4.8,4.6,4.7,4.8,4.1
10898688,3.8,4.8,2.6,2.8,4.8,2.5
10727258,3.8,4.8,2.8,3.8,4.8,3.8
10952454,4.8,4.8,4.8,4.3,3.8,4.8
10956603,4.8,4.8,3.6,3.7,3.8,3.7
10743451,4.6,4.8,4.8,4.8,3.8,4.6
10990101,4.8,4.8,4.8,4.8,4.8,3.8
10788447,4.3,4.8,3.8,3.7,4.1,4.3
10741077,3.8,3.8,3.8,3.3,4.2,3.3
10563360,4.8,4.8,4.8,4.1,4.6,4.3
10568411,4.8,4.8,4.8,4.6,4.1,4.8
1201005,3.8,4.8,4.8,4.3,3.8,3.8
10810365,4.8,4.8,4.8,4.8,4.6,4.8
10910315,4.3,4.8,3.6,4.6,4.3,3.6
10460768,4.6,4.8,4.6,4.5,4.8,4.6
