Numero de Empleado ,Conocimiento del entorno empresarial,Practica lo que se predica,Enfoque a resultados,Conocimiento de si mismo,Cooperaci√≥n proactiva,Iniciativa
10608483,3.8,3.8,3.8,3.8,3.8,3.8
10793953,3.8,3.8,4.8,3.8,3.7,3.6
1201572,3.8,3.8,3.8,3.7,3.8,3.7
10329458,4.8,4.8,4.8,4.8,3.8,4.7
10522749,4.8,4.8,4.8,4.8,4.8,4.7
10259366,3.6,4.1,3.6,3.5,3.6,3.5
10358749,3.7,4.8,3.4,3.4,3.6,3.5
10569792,4.8,4.8,4.8,4.8,4.8,4.8
10320034,2.6,3.8,3.6,3.1,4.1,3.6
10802109,4.8,4.8,4.8,4.8,4.8,4.3
10206402,4.6,4.8,4.8,4.7,4.6,4.8
10814016,4.8,4.8,4.6,4.6,4.6,4.6
1200541,3.6,4.8,3.6,3.6,3.7,4.1
10119945,4.7,4.8,3.8,4.8,3.7,3.8
10844836,3.7,4.8,3.6,3.6,3.7,3.6
1204545,3.8,4.8,3.6,4.3,4.3,4.1
10933782,4.7,4.8,4.6,4.8,4.6,4.5
10467969,4.8,4.8,3.8,4.8,3.8,3.7
10961013,4.6,4.8,4.8,4.3,4.8,4.1
174253,4.3,4.8,4.8,4.2,4.8,4.3
10515135,4.8,4.8,4.8,4.8,4.8,4.8
10216369,3.6,4.8,3.8,4.3,4.3,3.8
10456520,4.8,4.8,4.8,4.3,4.3,4.8
10609920,3.7,4.3,3.8,3.5,3.3,3.3
10449226,4.8,4.8,4.8,4.1,4.8,4.6
1210113,4.8,3.3,4.8,4.7,4.8,4.8
10803462,3.1,1.8,1.6,1.6,1.6,1.6
10317672,3.3,1.8,1.8,1.8,2.8,1.7
1230138,4.3,3.8,3.8,3.8,3.8,3.8
10738398,4.6,4.8,4.8,4.8,4.7,4.2
10738439,3.3,2.8,1.8,2.8,2.8,1.8
10725176,3.8,3.8,2.8,3.8,4.8,3.3
10902602,3.6,3.8,3.6,3.8,3.4,3.6
10629797,4.7,4.6,3.8,4.1,4.6,3.6
10691743,3.6,3.8,1.6,2.6,2.6,2.3
10298996,4.8,3.8,2.6,4.1,3.8,3.1
11039814,4.3,4.8,3.8,3.7,4.8,3.8
1204136,4.7,4.8,4.8,4.7,4.8,4.8
1204427,4.6,4.8,4.8,4.2,4.6,4.8
10922504,4.2,4.8,4.6,4.1,4.7,4.5
10466135,4.8,4.8,4.8,4.7,4.6,3.8
10668188,4.7,4.8,4.8,4.8,4.8,4.3
10816405,4.8,4.8,4.8,4.8,4.6,4.8
10747510,3.6,4.6,3.6,4.4,4.6,3.6
10287236,4.8,4.8,4.8,4.2,4.8,4.8
10898667,4.6,4.8,4.6,3.9,4.6,4.6
10745663,2.6,3.8,2.6,2.6,2.6,2.5
10120437,2.8,2.8,2.8,2.6,2.7,2.6
10417510,2.8,1.8,1.8,2.7,1.8,1.8
10999307,2.8,2.8,2.8,2.7,2.8,2.7
10725711,3.7,3.6,3.8,3.8,3.7,3.6
10788651,2.6,2.8,2.6,2.6,2.5,2
10928293,4.1,4.8,3.8,3.6,4.2,3.8
10864883,3.8,4.8,4.8,3.7,4.8,4.3
11027867,3.7,4.8,3.8,3.8,4.8,3.8
10809619,4.8,4.8,4.8,3.6,4.8,4.6
10382330,3.6,3.8,2.6,3.6,4.1,3.6
10045494,4.8,4.8,4.8,4.8,4.8,4.8
10389555,3.7,4.3,3.8,3.7,3.8,3.8
562,3.8,4.8,4.6,3.6,4.7,4.3
10994935,4.8,4.8,4.8,3.8,4.8,4.3
10730754,4.1,4.8,4.6,4.7,4.6,4.1
10728834,3.1,3.6,3.6,3.6,3.6,3.6
10281117,4.8,4.8,4.8,4.8,4.8,4.8
10858818,4.3,4.8,4.8,4.8,4.8,4.8
10082346,4.3,4.8,4.6,4.8,4.6,4.6
10982366,4.7,4.8,4.6,4.7,4.6,4.6
10543626,4.8,3.8,3.8,3.8,4.8,4.2
11045218,4.6,4.8,4.8,4.8,4.8,4.7
10883217,3.8,4.8,4.8,4.3,4.8,4.8
10730981,3.8,3.8,3.6,3.8,3.7,3.8
10828166,4.8,4.8,4.8,4.8,4.8,4.8
10828166,3.8,4.7,3.8,3.8,4.8,3.8
10617914,4.3,4.8,4.8,3.8,4.8,4.3
10829463,3.5,4.7,3.6,3.5,4.1,2.4
10536836,3.8,4.8,4.8,3.8,4.3,3.7
163962,4.7,4.8,4.8,4.8,4.3,4.3
10773479,2.8,3.8,2.8,3.8,3.8,3.3
1201720,4.8,4.8,4.8,4.6,4.8,4.8
10237219,3.7,4.3,3.6,3.6,4.1,3.6
10878925,3.6,4.8,3.8,3.8,3.8,3.8
10878925,4.8,4.8,4.6,4.8,4.8,4.8
10281145,3.6,3.8,3.6,3.6,3.6,3.6
10599307,3.8,4.8,3.6,3.6,4.6,3.6
10961780,3.8,4.8,3.8,3.7,4.8,4.2
10816504,2.8,3.8,2.6,3.8,3.8,3.1
10053504,3.8,3.8,3.8,3.8,3.8,3.8
10523417,2.8,3.8,3.8,3.7,3.8,4.8
10542686,4.8,4.6,4.8,4.6,4.6,4.6
10448491,4.7,4.8,4.8,4.7,4.6,3.6
10928308,4.8,4.8,4.8,4.8,4.8,4.8
11072151,4.8,4.8,4.8,4.8,4.8,3.8
11048419,3.8,3.8,4.8,4.8,4.8,3.8
10941439,3.3,4.8,3.8,4.3,4.3,3.8
10776277,4.2,4.2,4.2,4.3,3.3,2.7
10751208,3.8,4.8,3.8,4.8,3.8,4.8
10859924,3.1,4.8,3.8,3.6,3.7,3.7
10730191,4.3,4.8,4.8,4.8,4.8,4.8
10568406,3.8,4.8,3.8,3.7,3.8,3.7
10950478,3.8,4.8,3.8,3.8,3.8,3.8
10751211,4.3,4.8,3.6,4.8,4.6,3.6
10910337,4.3,4.8,4.8,4.7,4.7,4.8
11327,3.7,4.8,3.6,3.8,3.6,4.2
10733297,3.8,4.8,3.8,3.8,4.6,4.6
10877711,3.8,3.8,3.8,4.3,4.8,4.3
10835218,4.3,4.8,3.6,4.8,3.8,4.8
10990412,3.8,3.8,3.8,3.8,3.8,3.8
107238,3.8,3.8,3.8,4.3,4.3,3.8
10769299,4.6,4.8,4.6,4.3,4.6,4.6
10487840,2.8,2.8,2.8,2.7,2.8,1.6
10543195,3.8,4.8,4.8,4.8,4.8,4.8
10714869,2.8,4.3,3.8,3.3,3.8,2.8
10755258,3.7,4.8,3.8,3.8,3.7,3.8
10386029,2.4,2.6,3.8,2.4,2.6,2.4
76888,2.8,3.8,2.6,2.8,3.8,2.8
10866424,3.8,3.8,3.8,2.8,2.8,2.7
10840735,4.3,4.8,3.8,4.8,4.3,4.8
10850038,3.8,2.8,3.8,2.8,3.8,3.3
10751197,2.8,3.8,3.8,2.8,3.3,3.8
11033620,3.1,3.8,2.8,2.6,3.6,2.8
10903328,3.3,3.8,3.8,3.3,3.8,3.3
10952364,3.7,4.8,2.8,3.6,3.7,2.6
10961003,3.8,3.8,2.6,3.8,3.8,3.3
11020971,2.8,3.8,1.8,3.8,3.3,2.2
10802683,2.8,3.8,1.8,3.8,3.8,2.8
10433311,4.8,4.3,3.8,3.6,4.3,4.1
10618216,3.8,4.7,4.8,3.8,4.8,4.8
10883216,3.6,4.8,4.6,4.2,4.7,4.6
10712651,4.8,4.8,4.6,4.8,4.7,4.6
10835226,3.8,4.8,4.8,3.8,4.8,4.8
10864540,4.3,4.8,4.8,4.7,4.8,4.3
10410696,3.8,4.8,4.8,3.8,4.8,4.3
10617154,3.8,4.8,3.8,3.8,4.8,4.8
10941439,3.3,4.3,3.8,3.7,4.3,3.8
10968902,3.8,4.8,4.6,4.3,4.8,4.6
11058992,4.6,4.8,3.8,4.8,4.8,3.7
10985815,4.6,4.8,4.6,4.2,4.7,4.5
10800547,4.7,4.8,4.8,4.8,4.8,4.8
1201750,4.8,4.8,4.8,4.8,4.8,4.8
10680644,4.6,4.8,4.6,4.7,4.7,4.8
11064733,3.8,3.8,3.8,3.7,4.8,3.8
11033501,4.6,4.3,4.8,4.8,3.8,4.8
10990406,3.8,4.8,4.8,4.3,4.8,4.8
11030183,3.8,4.8,4.8,4.3,4.8,4.3
11030227,2.9,3.3,3.4,3.6,3.6,3.6
11030732,3.8,3.8,4.8,4.2,4.3,4.3
11030134,3.8,3.8,3.8,4.3,4.8,3.8
11042191,4.8,4.8,3.8,4.3,4.6,4.8
11030038,3.2,4.8,3.8,3.6,3.7,4.1
10928308,3.8,3.8,3.8,3.3,3.8,3.3
10835491,3.2,3.8,3.4,3.7,3.6,3.6
10928288,4.8,4.8,4.8,3.8,4.8,3.8
10880048,3.7,3.8,2.8,2.8,3.8,3.8
11035173,4.6,4.8,4.6,4.8,4.6,4.8
10737097,3.8,3.8,3.8,3.7,3.3,3.8
1210138,3.8,4.3,4.8,4.3,3.8,4.8
11060205,4.3,4.8,4.8,4.8,4.8,4.8
10463687,3.8,4.8,4.8,4.3,3.8,4.8
10041212,4.7,4.8,4.8,4.3,4.8,4.8
11052174,4.8,4.8,4.6,4.8,4.8,4.8
10886732,4.3,4.8,3.8,3.8,4.8,3.8
11026583,4.8,4.8,4.8,3.8,3.7,4.3
10279038,3.8,4.8,3.6,3.8,3.8,3.6
10979218,3.8,3.8,3.8,3.8,3.7,3.7
10747515,3.7,4.7,3.4,4,4,3.4
10720040,3.8,4.3,3.8,3.8,3.8,3.8
10738447,4.3,4.8,3.8,3.8,3.8,4.3
10596173,3.6,4.3,3.8,3.6,3.6,3.8
10830750,4.6,4.8,4.8,4.8,4.8,4.8
10762063,4.3,4.8,4.8,3.8,2.8,3.8
11011971,4.8,4.8,4.8,4.3,3.8,3.8
10119837,4.8,4.8,4.6,4.6,4.6,4.6
1202744,3.7,3.3,3.8,3.8,3.8,3.3
10428928,4.7,4.8,3.8,4.5,4.3,2.8
10802726,3.8,3.8,3.8,3.8,3.8,3.3
1201276,3.6,3.6,2.6,3.6,3.6,3.6
11001788,4.8,4.8,4.8,3.8,4.8,4.8
1202917,4.2,4.8,3.8,4.1,3.8,4.1
10906514,4.8,4.3,4.8,4.8,3.8,4.8
10921701,4.8,4.8,3.6,4.8,3.7,4.8
10830505,4.8,4.8,4.8,4.7,3.8,4.8
1204440,4.8,4.8,3.6,4.8,4.3,4.6
10673459,3.8,4.8,3.8,3.8,3.8,3.8
10456520,4.8,4.8,4.8,4.8,4.8,4.8
10168139,4.2,4.8,4.6,4.8,4.8,3.8
10555610,3.6,4.1,3.8,3.6,3.5,3.6
10761859,3.8,4.8,4.8,4.8,3.8,4.7
10784631,3.8,4.8,4.6,3.7,3.8,3.6
10964864,3.8,3.8,3.8,3.6,3.8,3.8
11001782,4.8,4.8,4.8,4.3,4.7,4.8
10653870,3.8,4.8,3.8,4.7,3.8,3.8
1202376,3.8,4.8,3.8,4.3,4.3,3.8
10810383,4.8,4.8,4.8,4.8,4.8,4.8
10835487,4.8,4.8,4.6,4.8,4.8,3.6
10711171,4.7,4.8,4.6,4.6,4.8,4.6
10802367,4.8,4.8,3.8,4.8,4.8,4.8
10892747,4.8,4.8,4.8,4.3,4.8,4.8
10889145,4.8,4.8,4.8,4.8,4.8,4.8
10694029,4.8,4.8,4.8,4.7,4.6,4.6
10761862,3.8,3.8,3.6,3.8,3.8,3.7
10683827,4.1,4.3,3.6,4.8,4.7,3.7
10736732,4.8,4.8,4.8,4.8,4.8,4.8
10874354,4.7,4.8,4.8,4.8,4.6,4.7
10664844,4.8,4.8,4.8,4.8,4.8,4.8
10694030,3.8,1.8,2.6,2.6,1.8,2.6
10337962,3.7,3.8,3.8,3.6,3.8,3.6
10201875,3.8,4.8,3.6,3.5,3.6,3.6
10913933,3.8,3.8,2.8,3.8,3.8,3.8
10796518,3.8,4.8,3.8,3.7,3.8,3.8
10877520,4.8,2.8,3.8,3.6,3.6,3.8
10941439,4.8,4.8,4.8,4.8,4.8,4.8
10211073,4.1,4.3,3.6,3.5,3.6,3.5
10810397,4.2,4.8,4.8,4.3,4.3,3.7
10800321,4.3,4.3,3.8,3.8,3.8,3.6
1204049,4.1,4.8,3.6,3.6,4.6,4.1
10833904,3.6,4.3,3.6,3.6,3.6,3.6
10609944,3.6,4.8,3.8,3.7,4.8,3.6
10872317,4.8,4.8,3.8,4.3,4.1,3.8
10905879,4.1,4.8,3.6,3.8,4.8,3.8
10883219,4.6,4.7,3.6,3.6,3.6,4.1
10186693,4.3,4.8,4.8,4.8,4.3,3.8
10833964,4.3,4.8,3.8,4.8,4.1,4.8
10611202,3.1,3.6,2.6,2.6,3.6,3.1
10746681,3.8,3.8,3.8,3.8,3.8,3.8
10866179,3.6,4.3,3.6,3,3.6,3.6
10858819,3.8,4.3,3.8,3.8,3.8,3.8
1201935,4.3,3.8,3.8,3.8,4.8,4.3
10371155,3.6,3.8,3.6,3.7,3.6,3.6
10803463,3.8,4.3,3.6,2.8,3.8,2.7
10441341,4.8,4.8,3.6,4.2,3.6,3.6
1088328,4.7,4.8,4.8,4.8,4.8,4.8
10601630,4.8,4.8,4.8,4.8,4.7,4.8
10017042,3.8,3.8,4.8,3.8,3.8,4.3
10103773,3.8,4.8,3.8,3.8,4.2,3.8
10856708,3.8,3.8,3.8,3.8,4.3,3.6
10902607,3.8,3.8,3.8,3.8,3.8,3.8
10998646,3.6,4.1,3.6,3.7,4.8,3.8
10697214,4.8,4.8,3.8,4.3,4.3,4.3
10441371,4.8,4.8,4.8,4.8,3.8,3.8
10621029,4.6,4.8,3.6,4.3,4.6,3.7
10855409,4.6,4.7,4.6,4.6,4.6,4.6
10465820,4.1,4.8,3.6,3.6,4.3,4.2
1206645,2.7,3.7,2.6,2.6,3.7,2.6
10601627,3.8,3.8,2.8,3.7,3.8,2.8
10046807,4.3,4.8,3.8,3.8,3.8,3.7
1210152,3.8,4.3,3.8,3.8,3.8,3.8
10608483,4.8,4.8,4.8,3.8,3.8,3.8
10981643,3.3,3.8,2.8,3.7,3.3,3.3
10812862,3.8,4.8,4.8,4.8,4.3,3.8
10609234,3.6,4.1,3.6,3.1,2.6,3.6
1204077,2.6,4.3,2.8,3.3,2.8,2.7
1202499,3.3,4.8,3.8,3.8,2.8,4.7
10201577,4.7,4.8,4.8,4.8,4.7,4.6
10679118,3.8,4.8,4.8,4.8,4.8,4.8
11063157,4.8,4.8,4.8,3.8,4.8,4.8
11063496,4.8,4.3,4.8,4.6,4.1,4.2
10937981,4.8,4.8,4.8,4.7,4.8,4.8
10119825,4.8,4.8,4.6,4.3,3.8,4.7
10634094,3.8,4.8,3.8,4.8,4.8,3.8
10982371,4.3,4.3,3.6,3.8,3.8,3.8
10847721,3.8,4.3,3.8,3.7,3.8,3.8
10913955,3.7,4.3,3.8,3.6,3.7,4.2
10343983,3.6,4.8,3.6,3.6,3.8,3.6
1201579,4.8,4.8,4.8,3.8,4.8,4.6
1270012,3.6,4.1,2.6,3.1,3.6,3.1
10952447,2.8,3.8,3.8,3.3,3.8,3.3
10947410,3.8,4.8,3.8,4.3,4.8,4.3
10914421,4.3,4.8,3.8,3.3,3.8,2.7
10823238,3.1,3.8,4.8,3.8,4.2,4.7
1290378,2.8,3.8,2.8,2.8,2.8,2.7
10894524,4.3,4.8,3.6,4.3,4.6,4.6
10720513,4.3,4.8,4.8,4.3,4.8,4.8
10981646,3,4.8,3.8,3.7,3.8,2.6
10921116,3.8,4.8,3.8,3.8,4.3,3.8
10749550,3.6,4.6,3.6,3.6,4.6,3.6
10487907,4.8,4.7,4.6,4.6,4.6,4.6
10693179,4.8,4.8,4.8,4.8,4.8,4.8
10733448,3.8,4.8,3.8,3.3,3.6,2.8
10924216,3.6,4.6,3.6,3.6,3.6,3.6
11035157,4.3,4.8,3.8,3.8,4.3,3.8
10901042,4.6,4.6,4.6,4.6,4.6,4.5
10985815,3.2,4.3,3.6,3.6,4.3,3.7
1206091,4.3,4.3,3.8,4.8,4.8,4.8
10937977,4,4.8,4.8,4.3,4.3,4.8
10224092,4.8,4.8,4.8,4.3,4.8,4.8
11076975,4.7,4.8,3.8,4.7,4.8,3.8
10937979,4.8,4.8,4.8,4.8,4.8,4.8
10922495,3.7,4.3,3.8,3.8,3.8,3.8
1204438,3.8,3.8,3.8,3.8,3.8,3.8
10998693,4.7,4.7,3.8,4.7,4.6,4.6
10053504,4.8,4.8,4.8,3.8,3.8,3.8
10947410,4.8,4.8,4.8,4.8,4.8,4.8
1205411,3.7,3.7,3.6,3.5,3.6,3.5
10516186,4.8,4.8,4.8,3.8,4.8,4.8
10866418,3.8,4.3,3.8,3.6,4.8,3.8
10614486,3.8,4.8,4.8,3.8,3.8,3.7
10823267,3.6,3.8,3.8,2.8,3.8,2.8
10865991,3.2,4.3,2.8,2.8,4.3,3.3
10522275,3.7,4.8,4.8,3.8,4.7,4.3
1202572,4.3,4.8,3.8,4.8,4.8,3.8
10999312,3.8,4.8,4.8,3.7,4.8,3.8
10508553,4.8,4.8,4.8,4.3,3.8,3.8
10278640,4.3,4.8,4.8,3.7,4.1,4.6
1206201,4.8,4.8,4.8,4.6,4.8,4.7
1204473,4.8,4.8,4.8,4.8,4.8,4.8
1204464,4.8,4.8,4.8,4.8,4.3,3.8
10886729,3.8,4.8,3.8,4.8,3.8,3.8
10607790,4.6,4.6,4.6,4.6,4.6,4.1
10964864,3.8,4.3,2.8,3.8,4.8,3.7
1205423,2.7,4.8,2.6,3.1,4.6,3.6
1202626,4.3,4.3,3.8,3.8,4.3,4.3
10371983,4.8,4.8,4.8,4.7,4.8,4.8
10913920,3.8,4.3,3.8,3.8,3.8,2.8
10749550,4.1,4.6,4.6,4.6,4.6,3.6
10928252,3.8,3.8,3.8,3.8,4.8,3.8
10555842,4.3,4.8,4.8,3.8,4.3,3.8
1200946,4.3,4.3,3.8,3.7,4.8,4.7
1204140,4.7,4.8,4.8,4.8,4.8,4.8
1205416,2.7,4.8,3.8,3.8,3.8,2.7
10610712,4.6,4.7,4.8,4.8,4.7,4.1
10664833,4.6,4.8,4.6,4.8,4.8,4.8
1206452,2.6,4.8,3.6,4.6,4.6,3.6
10167396,4.8,4.8,3.8,4.8,4.8,3.8
10391414,4.3,3.8,4.6,3.8,4.8,3.7
1202917,4.6,4.6,3.6,4.6,3.6,4.6
10583974,4.3,4.8,4.6,4.7,4.3,4.3
10924350,3.3,4.3,4.6,3.8,4.2,3.1
10494025,4.1,4.8,4.8,4.2,4.8,4.8
10052303,3.3,4.8,3.8,4.3,3.8,3.8
10835210,4.8,4.8,3.8,4.8,4.8,4.7
10951163,4.1,4.8,3.8,3.6,3.3,3.6
10177788,,,,,,
10608760,,,,,,
10428923,,,,,,
1206884,,,,,,
10536835,,,,,,
11048976,,,,,,
1202574,,,,,,
10880347,,,,,,
1201761,,,,,,
1206097,,,,,,
1204226,,,,,,
10928261,,,,,,
10694531,,,,,,
10833913,,,,,,
10822981,,,,,,
1202566,,,,,,
10092418,,,,,,
10975038,,,,,,
10642179,,,,,,
10686866,,,,,,
10077143,,,,,,
10693166,,,,,,
10708684,,,,,,
10710631,,,,,,
1206204,,,,,,
10456534,,,,,,
10764375,,,,,,
10641554,,,,,,
10710617,,,,,,
10969712,,,,,,
1203797,,,,,,
10408803,,,,,,
10224763,,,,,,
10110248,,,,,,
11001814,,,,,,
10227011,,,,,,
10453165,,,,,,
10405413,,,,,,
10423230,,,,,,
10320171,,,,,,
1206090,,,,,,
10707207,,,,,,
1204452,,,,,,
10694533,,,,,,
10201453,,,,,,
1203781,,,,,,
1203759,,,,,,
10998677,,,,,,
10505633,,,,,,
10466916,,,,,,
10774419,,,,,,
10294035,,,,,,
10813226,,,,,,
1204454,,,,,,
10624602,,,,,,
10050899,,,,,,
10061926,,,,,,
10372488,,,,,,
10398052,,,,,,
11062974,,,,,,
10386260,,,,,,
10234576,,,,,,
10562882,,,,,,
10572320,,,,,,
1203799,,,,,,
10823247,,,,,,
10720517,,,,,,
10209843,,,,,,
10119801,,,,,,
10263422,,,,,,
1203793,,,,,,
572,,,,,,
160332,,,,,,
10207549,,,,,,
1205681,,,,,,
1203793,,,,,,
10739480,,,,,,
10694531,,,,,,
10412102,,,,,,
10723992,,,,,,
10295259,,,,,,
1014404,,,,,,
1203769,,,,,,
10883834,,,,,,
10628620,,,,,,
10627651,,,,,,
1201657,,,,,,
1201667,,,,,,
10428016,,,,,,
10143902,,,,,,
10710613,,,,,,
10200780,,,,,,
10564740,,,,,,
10040934,,,,,,
10765302,,,,,,
10917789,,,,,,
10948009,,,,,,
10886721,,,,,,
10576763,,,,,,
10117901,,,,,,
10948008,,,,,,
10835211,,,,,,
10979227,,,,,,
10200432,,,,,,
10605231,,,,,,
11011971,,,,,,
10516186,,,,,,
10208315,,,,,,
10051512,,,,,,
10219341,,,,,,
10922505,,,,,,
1204059,,,,,,
10828169,,,,,,
10892097,,,,,,
10104671,,,,,,
1204040,,,,,,
11045544,,,,,,
11052184,,,,,,
1205535,,,,,,
1203769,,,,,,
10275363,,,,,,
10258820,,,,,,
11063402,,,,,,
10254169,,,,,,
10179685,,,,,,
10644900,,,,,,
1202439,,,,,,
10504058,,,,,,
1205349,,,,,,
10292903,,,,,,
10125468,,,,,,
10922505,,,,,,
1206218,,,,,,
10371325,,,,,,
10090973,,,,,,
1202633,,,,,,
10200432,,,,,,
10790909,,,,,,
10733245,,,,,,
1204005,,,,,,
10793033,,,,,,
10840985,,,,,,
10812854,,,,,,
10750499,,,,,,
10508929,,,,,,
10463455,,,,,,
10820340,,,,,,
10278637,,,,,,
10012493,,,,,,
11042370,,,,,,
10702820,,,,,,
10768947,,,,,,
10458121,,,,,,
10764170,,,,,,
1210154,,,,,,
11045222,,,,,,
1202633,,,,,,
10835209,,,,,,
1202643,,,,,,
10016519,,,,,,
1202448,,,,,,
10358270,,,,,,
1420696,,,,,,
11059174,,,,,,
10832071,,,,,,
10990395,,,,,,
10981647,,,,,,
10654780,,,,,,
10682947,,,,,,
11053005,,,,,,
10675892,,,,,,
10379913,,,,,,
1203753,,,,,,
10403887,,,,,,
11020003,,,,,,
10474037,,,,,,
10144556,,,,,,
10181764,,,,,,
10692521,,,,,,
10563355,,,,,,
10157505,,,,,,
10302251,,,,,,
10708684,,,,,,
10747516,,,,,,
10708480,,,,,,
10576580,,,,,,
10810376,,,,,,
10305338,,,,,,
10310413,,,,,,
10826365,,,,,,
10237521,,,,,,
10887459,,,,,,
10985822,,,,,,
11051572,,,,,,
11026618,,,,,,
11048754,,,,,,
11026172,,,,,,
11051862,,,,,,
11052277,,,,,,
11052493,,,,,,
11045823,,,,,,
1212,,,,,,
11048795,,,,,,
